,A_Z,B_Z,X_Z,weighted_Z,delta_AB_Z,delta_AX_Z,delta_BX_Z,A_mass,B_mass,X_mass,weighted_mass,delta_AB_mass,delta_AX_mass,delta_BX_mass,A_X,B_X,X_X,weighted_X,delta_AB_X,delta_AX_X,delta_BX_X,A_row,B_row,X_row,weighted_row,delta_AB_row,delta_AX_row,delta_BX_row,A_group,B_group,X_group,weighted_group,delta_AB_group,delta_AX_group,delta_BX_group
2252,-1.2615604689309292,-0.5567529506915594,-0.3213574956846987,-1.0430532020664924,-0.5157429245629375,-1.033782835631731,-0.3518730520641539,-1.1530336371011551,-0.5412903678464469,-0.3056329538763202,-0.9912504859562552,-0.4325209410034703,-0.9415774973662154,-0.3547849595110058,-0.679450213053765,-0.2769993420343334,0.5510811662142671,0.4055469299790694,-0.44212037383134983,-0.7083528614944806,-0.522262820876627,-1.6748897524128765,-0.24716870518376147,-0.393958627608349,-1.058316989816273,-1.1021551129683116,-1.2372433546786028,0.045055712040526594,-0.7532673004265251,-0.6958531774043066,0.39950008551410265,-0.08176911851694935,0.01015914019113761,-0.7129266562837424,-0.6794981444757453
5935,-0.34477471870961085,2.329852726204941,-0.3213574956846987,0.6772237193040912,-1.966761921293568,-0.1704513017801087,2.2296021212596138,-0.37053141842904064,2.3974287264435943,-0.3056329538763202,0.7511851853207884,-2.056261748146426,-0.20590624986901185,2.2918902645994375,0.6645638723618148,0.5538728705900723,0.5510811662142671,0.8743392269401188,0.04886261735991188,-0.1373908385550097,-0.14623690266671607,-0.06510579360944473,1.5582936798709563,-0.393958627608349,0.19808312471385886,-1.1021551129683116,0.18270239720967668,1.4437852613875417,-0.08714011657094316,1.326525537598172,0.39950008551410265,0.8610937141092879,-1.4616368883886308,-0.30895496569930236,0.5923275568575204
239,1.2957892553706432,-0.6048630453065011,-0.3213574956846987,0.08928097402553711,1.3953552662530155,1.3744577587964784,-0.3948976382862167,1.3399374395685006,-0.5984604181023949,-0.3056329538763202,0.12368033331783447,1.4178752151134255,1.402194952327632,-0.4062735675469233,-0.8954524767812687,-0.4687390834091959,0.5510811662142671,0.3167231263443443,-0.44212037383135017,-0.8001146151811812,-0.6090380327712217,1.5446781651939872,-0.24716870518376147,-0.393958627608349,0.19808312471385886,1.3374736338199338,1.6026481490979558,0.045055712040526594,-0.5312249058079979,-0.8980910489045545,0.39950008551410265,-0.08176911851694935,0.4306722912139286,-0.5782694260889291,-0.8066807146090719
5678,1.7300561896860043,-0.2199822883869677,-0.3213574956846987,0.4594671469787009,1.430745973490348,1.7834042748314576,-0.05070094850971438,1.7528963604172734,-0.2722685099580334,-0.3056329538763202,0.46645205851292426,1.4741154843156594,1.790439224633287,-0.11249794153746981,-0.39144719475042616,-0.2343905106176972,0.5510811662142671,0.4746321105838555,-0.1533068496011955,-0.5860038565788797,-0.5029794404556059,1.5446781651939872,-0.24716870518376147,-0.393958627608349,0.19808312471385886,1.3374736338199338,1.6026481490979558,0.045055712040526594,-0.3091825111894705,0.7198119230974284,0.39950008551410265,0.5709820733012146,-1.0411237373658397,-0.4436121958941157,0.21077984645754064
4698,-0.8755454162061636,0.1648984685325657,-0.3213574956846987,-0.5422130857180947,-0.7634778752242647,-0.6702748213784163,0.293495741266788,-0.8461823061976493,0.1407430321577121,-0.3056329538763202,-0.5294912769575709,-0.7185469518906965,-0.6530905180129339,0.25946936146651883,-0.7994514706801558,-1.725699610199963,0.5510811662142671,0.04531705968268496,1.377404828818621,-0.7593316135426476,-1.1778977551913437,-0.8699977730111607,0.6555624873435975,-0.393958627608349,-0.43011693255120736,-1.1021551129683116,-0.527270478734463,0.744420486714034,-0.7532673004265251,-1.3025667919050503,0.39950008551410265,-0.29935284912300464,0.640928866725324,-0.7129266562837424,-1.0610458548757251
3433,0.5720110315117075,-0.2199822883869677,-0.037310408388574585,0.1328322884906154,0.5813689997943688,0.5565647267265206,-0.17977470717590277,0.49061833423714873,-0.2722685099580334,-0.036030889387471135,0.0719452789635898,0.5587791239783562,0.47804925964613443,-0.22956555704706122,0.8085653815134842,-0.2343905106176972,-2.8090739031378527,-2.994430886927903,1.2907607715495748,2.4829170167207764,1.9170848023825382,0.7397861857922712,-0.24716870518376147,0.770824870315171,0.8262831819789244,0.7275664471228724,0.18270239720967668,-0.6543090626329808,0.13490227804758417,0.7198119230974284,-2.7512429675337047,-2.5477180653855704,-0.6206105863430489,1.8455607174177113,2.118518398457439
3615,-0.8755454162061636,-0.6048630453065011,-0.3213574956846987,-0.8906236014387191,-0.19722655942694528,-0.6702748213784163,-0.3948976382862167,-0.8461823061976493,-0.5984604181023949,-0.3056329538763202,-0.8776282862505487,-0.16738163785309762,-0.6530905180129339,-0.4062735675469233,-0.7994514706801558,-0.4687390834091959,0.5510811662142671,0.3364617493742843,-0.32659496413928846,-0.7593316135426476,-0.6090380327712217,-0.8699977730111607,-0.24716870518376147,-0.393958627608349,-0.7442169611837398,-0.49224792627125025,-0.527270478734463,0.045055712040526594,-0.7532673004265251,-0.8980910489045545,0.39950008551410265,-0.154297028718968,0.2204157157025331,-0.7129266562837424,-0.8066807146090719
5689,0.6202629131023032,1.896861874670466,3.844666451325122,3.7911427035571728,-0.9404314114109269,-1.2609753445400527,-0.05070094850971438,0.5486209335776193,1.9299452554874603,3.9985391081458803,3.8840451993377854,-1.0411764312455545,-1.3478558355236898,0.0018906707014408727,2.152579466929064,1.2782230046728869,-1.2427864803721236,-0.635665434850206,0.857540485204344,1.8609762417331384,1.4735670526990534,0.7397861857922712,1.5582936798709563,3.100391866162211,3.339083411039187,-0.49224792627125025,-1.2372433546786028,-0.6543090626329808,0.3569446726661115,-0.4936153059040588,0.39950008551410265,0.35339834269515996,0.8511854422367195,-0.03964050530967563,-0.5523155743424187
1426,2.0678193608201743,2.233632536975058,0.43610140377163226,2.2450710400469016,-0.12644514495228035,1.7379657730497933,1.799356259038986,2.1269710814392004,2.3119460664886033,0.31397936612575733,2.276940970518072,-0.18146918203328904,1.8533369052899624,1.945852319807194,0.08855783575513787,-0.29830375774265105,-0.600207024878491,-0.7146199269699617,0.5109642561281582,0.49474568684226156,0.2972808470167685,1.5446781651939872,1.5582936798709563,0.770824870315171,1.768583267876523,0.11765926042581104,0.8926752731538163,0.744420486714034,-0.08714011657094316,0.9220497945976762,0.39950008551410265,0.7160378937052513,-1.0411237373658397,-0.30895496569930236,0.33796241659086723
2692,-1.2615604689309292,-0.6048630453065011,-0.3213574956846987,-1.0648288592990314,-0.48035221732560496,-1.033782835631731,-0.3948976382862167,-1.1530336371011551,-0.5984604181023949,-0.3056329538763202,-1.0181754283523323,-0.38989377429885436,-0.9415774973662154,-0.4062735675469233,-0.679450213053765,-0.4687390834091959,0.5510811662142671,0.3611350281617074,-0.1821882020242116,-0.7083528614944806,-0.6090380327712217,-1.6748897524128765,-0.24716870518376147,-0.393958627608349,-1.058316989816273,-1.1021551129683116,-1.2372433546786028,0.045055712040526594,-0.7532673004265251,-0.8980910489045545,0.39950008551410265,-0.154297028718968,0.2204157157025331,-0.7129266562837424,-0.8066807146090719
